App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Last Updated
Strange Hero: Future Battle,GAME,4.2,88901,73,10000000,Free,0,Teen,20200506
Mad Day - Truck Distance Game,GAME,4.3,29270,44,5000000,Free,0,Everyone,20200507
AZ Rockets,GAME,4.2,162,37,10000,Free,0,Everyone,20200508
Ra Ga Ba,GAME,5,2,20,1,Paid,1.49,Everyone,20200509
Ba Cristi,GAME,3.5,196,35,10000,Free,0,Everyone,20200510
Banana Kong,GAME,4.4,3452530,68,100000000,Free,0,Everyone,20200511
Space Shooter : Galaxy Attack,GAME,4.6,169661,40,10000000,Free,0,Everyone,20200512
BC Slots - The Lost Reels FREE,GAME,4,209,22,10000,Free,0,Teen,20200513
Millionaire : Who want to be?,GAME,4.4,4396,40,100000,Free,0,Everyone,20200514
Bowmasters,GAME,4.7,1535581,,50000000,Free,0,Teen,20200515
Beauty Idol: Fashion Queen,GAME,4.3,128367,54,1000000,Free,0,Everyone,20200516
Hard Time (Prison Sim),GAME,4.3,275843,41,10000000,Free,0,Teen,20200517
Battlefield™ Companion,GAME,4,263907,62,10000000,Free,0,Everyone 10+,20200518
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27,1000,Paid,0.99,Everyone 10+,20200519
BF at Sea Refueled,GAME,4.4,1849,37,10000,Free,0,Everyone,20200520
Bullet Force,GAME,4.5,634159,58,10000000,Free,0,Teen,20200521
BF Combat: Genesis,GAME,4,3322,82,100000,Free,0,Mature 17+,20200522
Combat BF: Black Ops 3,GAME,4.2,7699,83,500000,Free,0,Mature 17+,20200523
BF Frontline City,GAME,4.1,29798,80,1000000,Free,0,Mature 17+,20200524
Faketalk - Chatbot,GAME,4.2,63056,8.1,1000000,Free,0,Teen,20200525
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20,1000000,Free,0,Teen,20200526
BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11,1000000,Free,0,Teen,20200527
Shadow Fight 2 Special Edition,GAME,4.5,10440,86,50000,Paid,4.99,Teen,20200528
Block Gun 3D: Ghost Ops,GAME,3.9,142693,21,5000000,Free,0,Teen,20200529
Backgammon NJ for Android,GAME,4.4,1644,15,10000,Paid,7.99,Everyone,20200530
Rento - Dice Board Game Online,GAME,4.3,205830,63,10000000,Free,0,Everyone,20200531
Survival Run with Bear Grylls,GAME,4.2,128579,,5000000,Free,0,Everyone,20200601
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,,10000,Free,0,Teen,20200602
Bi-Tank,GAME,4.6,12,18,50,Free,0,Everyone,20200603
Bike Rivals,GAME,4.2,212067,48,10000000,Free,0,Everyone,20200604
Bingo Party - Free Bingo Games,GAME,4.7,155694,92,1000000,Free,0,Teen,20200605
BJ's Bingo & Gaming Casino,GAME,4.5,501,65,10000,Free,0,Teen,20200606
BJ Bridge Pro 2018,GAME,4.4,17,4.8,500,Paid,4.49,Everyone,20200607
BJ Bridge Free (2018),GAME,3.9,20,4.8,10000,Free,0,Everyone,20200608
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8,5000,Free,0,Everyone,20200609
BJ Bridge Standard American 2018,GAME,1,1,4.9,1000,Free,0,Everyone,20200610
Cards Casino:Video Poker & BJ,GAME,4.7,325,23,10000,Free,0,Teen,20200611
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26,50000,Free,0,Teen,20200612
BLACKJACK!,GAME,4.4,524467,33,10000000,Free,0,Teen,20200613
Blackjack Verite Drills,GAME,4.6,17,4.7,100,Paid,14,Teen,20200614
Blackjack,GAME,4.3,52199,,1000000,Free,0,Teen,20200615
BlackJack -21 Casino Card Game,GAME,4.7,2066,25,100000,Free,0,Teen,20200616
BlackJack 21 Pro,GAME,4.5,26744,51,500000,Free,0,Teen,20200617
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6,100000,Free,0,Teen,20200618
Blood Domination - BL Game,GAME,4.5,415,52,10000,Free,0,Mature 17+,20200619
Heirs & Graces,GAME,4.3,125,70,5000,Free,0,Teen,20200620
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40,50000,Free,0,Teen,20200621
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53,10000,Free,0,Teen,20200622
MEGA MAN MOBILE,GAME,4,267,40,10000,Paid,1.99,Everyone,20200623
BL!TZ - Endless,GAME,4.7,21,9,100,Free,0,Everyone,20200624
Teen Patti by BL Games,GAME,4.1,496,39,100000,Free,0,Teen,20200625
Word Hunt,GAME,4.9,59,21,500,Free,0,Everyone,20200626
New York Mysteries (Full),GAME,4.5,514,5.9,5000,Paid,6.99,Teen,20200627
The Legacy (Full),GAME,4.6,144,6.3,1000,Paid,6.99,Everyone,20200628
Skip-Bo™,GAME,4.4,33661,60,100000,Paid,2.99,Everyone,20200629
Skip-Bo™ Free,GAME,3.5,46801,60,1000000,Free,0,Everyone,20200630
Red Ball 4,GAME,4.4,1432447,59,50000000,Free,0,Everyone,20200701
Skater Boy,GAME,4.3,1167143,12,100000000,Free,0,Everyone,20200702
Sic Bo Online! Free Casino,GAME,3.8,488,30,100000,Free,0,Teen,20200703
Hambo,GAME,4.4,125578,17,5000000,Free,0,Everyone,20200704
Sic Bo Rave,GAME,3.9,164,33,10000,Free,0,Teen,20200705
Thai Sic Bo,GAME,4.1,14283,4.2,1000000,Free,0,Teen,20200706
Bounce Classic,GAME,4.5,38297,6.4,10000000,Free,0,Everyone,20200707
Bomber Friends,GAME,4.5,776730,49,10000000,Free,0,Everyone 10+,20200708
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16,10000,Free,0,Teen,20200709
Hungry Shark World,GAME,4.5,1243017,27,50000000,Free,0,Teen,20200710
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,7.2,5000,Free,0,Everyone,20200711
Carros Rebaixados BR,GAME,4.3,20691,89,1000000,Free,0,Everyone,20200712
Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26,10000,Free,0,Teen,20200713
Brick Breaker BR,GAME,5,7,19,5,Free,0,Everyone,20200714
Black Commando | Special Ops | FPS Shooting,GAME,4.1,1167,72,100000,Free,0,Teen,20200715
True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31,1000000,Free,0,Everyone 10+,20200716
Bullshit! (Free),GAME,2.4,45,4.1,10000,Free,0,Teen,20200717
Bullshite!,GAME,2.8,48,13,10000,Free,0,Teen,20200718
Block Strike,GAME,4.5,947515,60,10000000,Free,0,Teen,20200719
BombSquad Remote,GAME,4.1,13304,1.3,1000000,Free,0,Everyone,20200720
B@dL!bs Lite,GAME,3.8,10,36,1000,Free,0,Mature 17+,20200721
kick the buddy,GAME,3.3,294,19,10000,Free,0,Everyone,20200722
Kick the Buddy,GAME,4.3,1004709,,50000000,Free,0,Teen,20200723
Smashy Road: Arena,GAME,4.3,45558,53,5000000,Free,0,Everyone 10+,20200724
BW-Go,GAME,4.8,265,1.3,1000,Paid,3.49,Everyone,20200725
BW-Go Free,GAME,4.6,547,1.3,10000,Free,0,Everyone,20200726
BW-Joseki,GAME,4.7,705,1.8,10000,Free,0,Everyone,20200727
BW-DGS plugin,GAME,4.5,70,0.674,1000,Free,0,Everyone,20200728
BW-GnuGo,GAME,4.1,64,1.3,5000,Free,0,Everyone,20200729
RC Monster Truck - Offroad Driving Simulator,GAME,4,38448,27,5000000,Free,0,Everyone,20200730
Super Jabber Jump,GAME,4.3,85882,23,10000000,Free,0,Everyone,20200731
Commando Adventure Assassin,GAME,4,51067,48,5000000,Free,0,Teen,20200801
Roulette Advisor LITE,GAME,4.1,41,1.4,5000,Free,0,Everyone,20200802
Mini Motor Racing WRT,GAME,4.2,107497,,1000000,Free,0,Everyone,20200803
BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25,10000,Free,0,Everyone,20200804
World of Warriors: Duel,GAME,4.3,25952,36,500000,Free,0,Everyone 10+,20200805
Driving Zone,GAME,4.2,51791,57,1000000,Free,0,Everyone,20200806
Color by Number – New Coloring Book,GAME,4.7,142308,24,5000000,Free,0,Everyone 10+,20200807
Car Race by Fun Games For Free,GAME,4.3,54221,47,1000000,Free,0,Everyone,20200808
Slot Machines by IGG,GAME,4.6,267229,24,10000000,Free,0,Teen,20200809
Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20,5000000,Free,0,Teen,20200810
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53,1000000,Free,0,Everyone,20200811
BZ Zombie VR,GAME,4.4,12,98,1000,Free,0,Mature 17+,20200812
BZ Fingers,GAME,4.6,15,3.2,50,Free,0,Everyone,20200813
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34,100,Free,0,Mature 17+,20200814
Elite Commando Shooting War,GAME,4.5,14,45,100,Free,0,Teen,20200815
Creative Destruction,GAME,4.4,201426,80,5000000,Free,0,Teen,20200816
Sonic CD Classic,GAME,4.6,26138,15,1000000,Free,0,Everyone,20200817
ARK: Survival Evolved,GAME,3.8,51523,36,500000,Free,0,Teen,20200818
PAC-MAN CE DX,GAME,4.5,1692,36,10000,Paid,4.99,Everyone,20200819
Grim Tales: The Wishes CE,GAME,4.3,4923,20,100000,Free,0,Everyone 10+,20200820
CrossFire: Legends,GAME,4.3,144040,29,5000000,Free,0,Teen,20200821
Special Forces Group 2,GAME,4.6,1432809,29,10000000,Free,0,Mature 17+,20200822
Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16,5000000,Free,0,Everyone,20200823
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1,10000,Free,0,Everyone,20200824
Chicken Invaders 3,GAME,4.2,52390,20,5000000,Free,0,Everyone,20200825
Trovami se ci riesci,GAME,5,11,6.1,10,Free,0,Everyone,20200826
CJ: Strike Back,GAME,4.3,29330,6.9,1000000,Free,0,Everyone,20200827
The Grand Wars: San Andreas,GAME,3.9,29990,96,1000000,Free,0,Teen,20200828
Grand Theft Auto: San Andreas,GAME,4.4,348962,26,1000000,Paid,6.99,Mature 17+,20200829
The Grand Way,GAME,3.9,1995,92,500000,Free,0,Teen,20200830
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67,100000,Free,0,Teen,20200831
Miami Crime Vice Town,GAME,4.1,154519,99,10000000,Free,0,Mature 17+,20200901
CJ Poker Odds Calculator,GAME,4.1,207,0.113,50000,Free,0,Everyone,20200902
Gangster City Auto Theft,GAME,4.3,350,67,50000,Free,0,Everyone,20200903
China Town Auto Theft 2,GAME,4.1,364,67,50000,Free,0,Everyone 10+,20200904
Grand Gangsters 3D,GAME,4.2,401643,,10000000,Free,0,Teen,20200905
Gang Wars of San Andreas,GAME,4.1,9898,63,1000000,Free,0,Mature 17+,20200906
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78,100000,Free,0,Teen,20200907
Zombie Death Shooter,GAME,3.8,17372,45,1000000,Free,0,Mature 17+,20200908
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28,500000,Free,0,Mature 17+,20200909
F*ck This Game,GAME,4.6,8,6.3,100,Paid,0.99,Teen,20200910
211:CK,GAME,5,8,38,10,Paid,0.99,Teen,20200911
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13,5000000,Free,0,Mature 17+,20200912
CKZ ORIGINS,GAME,4.5,219821,10,1000000,Free,0,Mature 17+,20200913
211:CK Lite,GAME,4.3,3,39,10,Free,0,Mature 17+,20200914
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13,5000000,Free,0,Teen,20200915
Can Knockdown 3,GAME,4.1,349503,19,10000000,Free,0,Everyone,20200916
Sky Streaker - Gumball,GAME,4.3,37513,31,5000000,Free,0,Everyone,20200917
Just A Regular Arcade,GAME,4.2,40847,94,1000000,Free,0,Everyone,20200918
Dreamland Arcade - Steven Universe,GAME,4,6386,24,500000,Free,0,Everyone,20200919
Adventure Time Run,GAME,4.3,24628,88,1000000,Free,0,Everyone,20200920
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51,5000000,Free,0,Everyone,20200921
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63,10000000,Free,0,Everyone,20200922
Angelo Rules - Crazy day,GAME,3.9,108336,62,1000000,Free,0,Everyone,20200923
Adventure Time Game Wizard,GAME,4.1,4107,40,50000,Paid,4.99,Everyone,20200924
Best Park in the Universe,GAME,4.3,3904,5.5,10000,Paid,2.99,Everyone 10+,20200925
Multicraft Miner Exploration,GAME,4,14563,74,1000000,Free,0,Everyone 10+,20200926
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52,100000,Free,0,Teen,20200927
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1,50000,Free,0,Everyone,20200928
Chinese Chess / Co Tuong,GAME,4.2,6947,20,500000,Free,0,Everyone,20200929
Call of Mini™ Zombies 2,GAME,4.4,248417,17,5000000,Free,0,Teen,20200930
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37,1000,Paid,0.99,Everyone,20201001
2-Player Co-op Zombie Shoot,GAME,4.2,33,13,1000,Free,0,Teen,20201002
IV Go（get IV for Pokemon）,GAME,4.6,132282,20,1000000,Free,0,Everyone,20201003
CP Trivia,GAME,5,5,12,100,Free,0,Everyone,20201004
CQ: Lost In Transmission,GAME,4.2,4,61,10,Free,0,Everyone,20201005
Palavras la cq,GAME,3.9,783,3.4,100000,Free,0,Everyone,20201006
Gunship Modern Combat 3D,GAME,4.2,3247,26,500000,Free,0,Teen,20201007
Sniper Killer Shooter,GAME,4,119368,19,10000000,Free,0,Teen,20201008
Snowboard Racing Free Fun Game,GAME,3.8,4552,43,100000,Free,0,Everyone,20201009
Toughest Game Ever 2,GAME,4.6,293086,,5000000,Free,0,Everyone,20201010
RIDE ZERO,GAME,4.6,8778,36,100000,Free,0,Teen,20201011
Critical Strike CS: Counter Terrorist Online FPS,GAME,4.3,22773,,1000000,Free,0,Mature 17+,20201012
Assault Line CS Online Fps Go,GAME,4.1,52163,70,1000000,Free,0,Mature 17+,20201013
Standoff 2,GAME,4.5,299046,47,10000000,Free,0,Mature 17+,20201014
Counter Online FPS Game,GAME,4.2,41089,42,5000000,Free,0,Teen,20201015
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39,100000,Free,0,Teen,20201016
Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22,100000,Free,0,Everyone,20201017
Аim Training for CS,GAME,3.6,2328,12,100000,Free,0,Everyone,20201018
Sniper Traning for CS GO,GAME,3.2,655,14,50000,Free,0,Teen,20201019
Your rank CS:GO,GAME,4.1,4946,7.5,100000,Free,0,Teen,20201020
Mobile CS:GO,GAME,3.1,1015,0.627,100000,Free,0,Everyone,20201021
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44,10000,Free,0,Teen,20201022
Shooter Sniper CS - FPS Games,GAME,3.5,14823,40,1000000,Free,0,Teen,20201023
CS16Client,GAME,4.3,8668,9.1,500000,Free,0,Teen,20201024
Counter Attack - Multiplayer FPS,GAME,4.3,112565,32,1000000,Free,0,Teen,20201025
What's Your CS:GO rank?,GAME,2.3,278,2.4,10000,Free,0,Teen,20201026
Map Callouts for CS:GO,GAME,4.3,211,3.6,50000,Free,0,Everyone,20201027
Quiz CS:GO players,GAME,4.4,460,31,50000,Free,0,Everyone,20201028
Puzzle for CS:GO,GAME,4.3,247,18,10000,Free,0,Everyone,20201029
CT-REMOTE,GAME,3.3,19,1.6,100,Paid,4.49,Everyone,20201030
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,,100000,Free,0,Everyone,20201031
Moto Rider,GAME,4.2,115176,24,10000000,Free,0,Teen,20201101
Shadow Fight 2,GAME,4.6,10981850,88,100000000,Free,0,Everyone 10+,20201102
Crazy Wheels,GAME,4,121082,7,10000000,Free,0,Teen,20201103
Cartoon Wars: Blade,GAME,4.4,165656,38,5000000,Free,0,Teen,20201104
Freecell CY,GAME,4,387,1.1,50000,Free,0,Everyone,20201105
Cytus II,GAME,4.7,16851,81,100000,Paid,1.99,Everyone 10+,20201106
Cytus,GAME,4.7,541732,20,5000000,Free,0,Everyone,20201107
Shadowverse CCG,GAME,4.2,47340,61,1000000,Free,0,Teen,20201108
SuperBikers 2,GAME,3.9,6200,,500000,Free,0,Everyone 10+,20201109
Dan the Man: Action Platformer,GAME,4.8,528550,73,10000000,Free,0,Teen,20201110
Geometry Dash SubZero,GAME,4.6,260527,49,10000000,Free,0,Everyone,20201111
Metal Soldiers 2,GAME,4.4,153649,,10000000,Free,0,Teen,20201112
Quiz TRUE or FALSE,GAME,4.6,2464,34,50000,Free,0,Everyone,20201113
Run Sausage Run!,GAME,4.4,276105,,10000000,Free,0,Everyone 10+,20201114
Knife Hit,GAME,4.5,462614,60,10000000,Free,0,Everyone,20201115
The Visitor,GAME,4.1,39895,25,5000000,Free,0,Mature 17+,20201116
Just Dance Now,GAME,4.2,794058,56,10000000,Free,0,Everyone,20201117
DRAGON BALL LEGENDS,GAME,4.6,338742,48,5000000,Free,0,Teen,20201118
DB Ultra Saiyan Battle,GAME,4.5,33,44,1000,Free,0,Everyone 10+,20201119
Injustice 2,GAME,4.3,504765,36,5000000,Free,0,Teen,20201120
Injustice: Gods Among Us,GAME,4.4,2440877,32,10000000,Free,0,Teen,20201121
Ultimate DC Challenge,GAME,4.5,937,35,10000,Free,0,Everyone,20201122
Justice League Action Run,GAME,4.3,22333,9.7,1000000,Free,0,Everyone 10+,20201123
Quiz DC,GAME,1.4,33,3.1,1000,Free,0,Everyone,20201124
MARVEL Contest of Champions,GAME,4.3,2468915,92,50000000,Free,0,Teen,20201125
MARVEL Avengers Academy,GAME,4.2,304106,,10000000,Free,0,Teen,20201126
DC Universe Quiz,GAME,4.3,11,23,500,Free,0,Everyone,20201127
Power Rangers: Legacy Wars,GAME,4.3,264755,91,10000000,Free,0,Teen,20201128
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96,1000000,Free,0,Everyone,20201129
Word Search multilingual,GAME,4.2,32849,1.5,1000000,Free,0,Everyone,20201130
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,,50000000,Free,0,Everyone,20201201
Racing in Car 2,GAME,4.3,234589,38,50000000,Free,0,Everyone,20201202
Bike Racing 3D,GAME,4.2,951435,14,50000000,Free,0,Everyone,20201203
Truck Driver Cargo,GAME,4.1,257531,44,10000000,Free,0,Everyone 10+,20201204
Checkers,GAME,4.5,375996,3.3,10000000,Free,0,Everyone,20201205
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18,10000000,Free,0,Teen,20201206
DG Mobile,GAME,4.3,59,1.4,1000,Free,0,Everyone,20201207
Destroy Gunners Σ,GAME,4.4,10786,21,1000000,Free,0,Everyone,20201208
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,,10000000,Free,0,Teen,20201209
DEER HUNTER CLASSIC,GAME,4.4,3941129,77,50000000,Free,0,Teen,20201210
DEER HUNTER RELOADED,GAME,4.3,314774,43,5000000,Free,0,Teen,20201211
DH Pineapple Poker OFC,GAME,4.2,1878,20,100000,Free,0,Teen,20201212
Call of Mini™ Dino Hunter,GAME,4.2,326042,10,10000000,Free,0,Teen,20201213
Bike Mayhem Free,GAME,4.3,331692,,10000000,Free,0,Everyone,20201214
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100,10000,Free,0,Everyone,20201215
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1,5000000,Free,0,Everyone 10+,20201216
Defender,GAME,4.6,152395,14,10000000,Free,0,Everyone 10+,20201217
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26,10000000,Free,0,Teen,20201218
Deck Heroes: Legacy,GAME,4.7,466495,52,10000000,Free,0,Teen,20201219
Shred! Downhill Mountainbiking,GAME,3.9,41683,63,1000000,Free,0,Everyone,20201220
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39,100000,Free,0,Teen,20201221
Fancy Pants Adventures,GAME,4.7,55952,61,1000000,Free,0,Everyone 10+,20201222
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52,50000000,Free,0,Everyone 10+,20201223
Robbery Bob,GAME,4.5,617732,44,10000000,Free,0,Everyone 10+,20201224
Nyan Cat: Lost In Space,GAME,4.5,371318,90,10000000,Free,0,Everyone 10+,20201225
DK Quiz,GAME,4.4,1628,34,50000,Free,0,Everyone,20201226
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38,10000,Free,0,Everyone,20201227
DM EVOLUTION,GAME,2.5,450,97,10000,Free,0,Everyone,20201228
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30,500000,Free,0,Everyone 10+,20201229
Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50,50000,Free,0,Teen,20201230
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71,5000000,Free,0,Everyone 10+,20201231
Does not Commute,GAME,4,154108,78,5000000,Free,0,Everyone,20210101
Kung Fu Do Fighting,GAME,4,271214,,10000000,Free,0,Teen,20210102
How well do you know me?,GAME,3.9,1290,6.4,100000,Free,0,Everyone,20210103
Dude Perfect 2,GAME,4.5,401648,70,10000000,Free,0,Everyone,20210104
Endless Ducker,GAME,4.5,8193,41,500000,Free,0,Everyone,20210105
that's lit,GAME,4.7,1115,39,100000,Free,0,Everyone,20210106
Dash Quest Heroes,GAME,4.3,8432,59,500000,Free,0,Everyone 10+,20210107
Jungle book-The Great Escape,GAME,3.9,2362,25,100000,Free,0,Everyone,20210108
Bunny Skater,GAME,4.2,139432,4.7,10000000,Free,0,Everyone,20210109
The Walking Zombie: Dead City,GAME,4.6,58575,96,1000000,Free,0,Teen,20210110
Dr. Parking 4,GAME,4.4,475369,13,50000000,Free,0,Everyone,20210111
Dr. Driving 2,GAME,4.6,358633,19,10000000,Free,0,Everyone,20210112
Dr. Parker : Parking Simulator,GAME,4.5,14253,81,1000000,Free,0,Everyone,20210113
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95,1000000,Free,0,Everyone,20210114
Dr. Rocket,GAME,4,42182,3.4,1000000,Free,0,Everyone,20210115
Dr. Dominoes,GAME,4,2700,5.7,500000,Free,0,Everyone,20210116
Dr. Gomoku,GAME,3.9,85317,4.5,5000000,Free,0,Everyone,20210117
Dr. Chess,GAME,4.1,97209,6.7,1000000,Free,0,Everyone,20210118
Dr Dre - Beatmaker,GAME,4.3,146,6,10000,Free,0,Mature 17+,20210119
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31,100,Paid,4.99,Mature 17+,20210120
Dr Driving Racer,GAME,4.3,183,68,10000,Free,0,Everyone,20210121
Dr. Shogi,GAME,3.3,19291,5.1,1000000,Free,0,Everyone,20210122
DraStic DS Emulator,GAME,4.6,87766,12,1000000,Paid,4.99,Everyone,20210123
NDS Emulator - For Android 6,GAME,4.1,14002,19,1000000,Free,0,Everyone,20210124
Free DS Emulator,GAME,4.1,22896,19,1000000,Free,0,Everyone,20210125
nds4droid,GAME,3.4,107778,8.8,10000000,Free,0,Everyone,20210126
MegaNDS (NDS Emulator),GAME,3.4,2218,11,500000,Free,0,Everyone,20210127
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43,50000,Free,0,Everyone,20210128
DS Tower Defence,GAME,3.2,768,1.4,100000,Free,0,Everyone,20210129
RetroArch,GAME,3.8,21423,84,1000000,Free,0,Everyone,20210130
Riptide GP: Renegade,GAME,4.7,4328,,100000,Paid,2.99,Everyone 10+,20210131
Wheelie Challenge,GAME,4.6,137338,51,5000000,Free,0,Everyone,20210201
Dirt Trackin Sprint Cars,GAME,3.8,499,47,10000,Paid,3.99,Everyone,20210202
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96,100000,Free,0,Teen,20210203
Hotel Insanity,GAME,4.2,3816,31,100000,Free,0,Teen,20210204
Retro City Rampage DX,GAME,4.7,416,16,10000,Paid,2.99,Teen,20210205
Santa's Monster Shootout DX,GAME,5,4,33,50,Paid,1.99,Teen,20210206
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54,50000,Free,0,Teen,20210207
Street Skater 3D,GAME,3.6,120852,21,10000000,Free,0,Teen,20210208
Ludo Dz,GAME,4.5,17,28,500,Free,0,Everyone,20210209
Need for Speed™ No Limits,GAME,4.4,3344300,22,50000000,Free,0,Everyone 10+,20210210
Lost Journey (Dreamsky),GAME,4.5,32344,29,1000000,Paid,0.99,Everyone,20210211
Peggle Blast,GAME,4.1,166251,19,5000000,Free,0,Everyone,20210212
Heroes of Dragon Age,GAME,4.2,70389,28,1000000,Free,0,Teen,20210213
SCRABBLE,GAME,3.9,172281,50,5000000,Free,0,Everyone,20210214
Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39,10000000,Free,0,Everyone,20210215
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99,1000000,Paid,0.99,Teen,20210216
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58,100000000,Free,0,Mature 17+,20210217
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92,100000,Free,0,Everyone 10+,20210218
Mirror’s Edge™ Companion,GAME,3.4,1995,43,100000,Free,0,Everyone,20210219
Stickman Legends: Shadow Wars,GAME,4.4,38419,100,1000000,Paid,0.99,Everyone 10+,20210220
Gear.Club - True Racing,GAME,4.4,140658,37,1000000,Free,0,Everyone,20210221
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8,100000,Free,0,Teen,20210222
EC Mover,GAME,5,5,4.6,10,Free,0,Everyone,20210223
E.G. Chess Free,GAME,4,505,23,10000,Free,0,Everyone,20210224
E.G. Chess,GAME,4.3,56,23,1000,Paid,0.99,Everyone,20210225
L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42,100000,Free,0,Teen,20210226
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99,1000000,Free,0,Mature 17+,20210227
L.A. Crime Stories Mad City Crime,GAME,4,30008,99,1000000,Free,0,Mature 17+,20210228
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99,10000000,Free,0,Everyone,20210301
Betul Ke Bohong Eh?,GAME,4.2,601,6.4,100000,Free,0,Everyone,20210302
Eh Amego!,GAME,3.8,13388,7.1,500000,Free,0,Everyone,20210303
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44,50000,Free,0,Mature 17+,20210304
ZOMBIE RIPPER,GAME,3.7,16073,94,500000,Free,0,Mature 17+,20210305
Horror Hospital,GAME,3.7,63986,26,1000000,Free,0,Teen,20210306
Mad Skills Motocross,GAME,4,32522,44,1000000,Free,0,Everyone,20210307
Pineapple Pen,GAME,4.3,157264,65,10000000,Free,0,Everyone,20210308
Guess The Emoji,GAME,4.5,76627,23,5000000,Free,0,Everyone,20210309
Camping RV Caravan Parking 3D,GAME,3.3,5290,48,500000,Free,0,Everyone,20210310
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37,500000,Free,0,Teen,20210311
Zombie Frontier,GAME,4.2,326689,20,10000000,Free,0,Teen,20210312
RUN JUMP RUN-fun games for free,GAME,4.4,661,42,100000,Free,0,Everyone,20210313
Tamago egg,GAME,3,49,7.1,5000,Free,0,Everyone,20210314
Let's Poke The Egg,GAME,3.4,9051,23,1000000,Free,0,Everyone,20210315
Survival: Prison Escape,GAME,4,127810,33,10000000,Free,0,Mature 17+,20210316
TAMAGO Monsters Returns,GAME,4.1,104583,37,1000000,Free,0,Everyone,20210317
Traffic Sniper Counter Attack,GAME,4.3,5339,38,1000000,Free,0,Teen,20210318
Rope Superhero Unlimited,GAME,4.4,6735,26,1000000,Free,0,Mature 17+,20210319
